"f" "voor" "ref" "hyp"
"2374" "aceabc_result.TextGrid" 70 "seksikas" "seksikas"
"2375" "aceabc_result.TextGrid" 70 "cured" "####"
"2376" "aceabc_result.TextGrid" 70 "im" "####"
"2377" "aceabc_result.TextGrid" 70 "cured" "####"
"2378" "aceabc_result.TextGrid" 70 "jaa" "####"
"2379" "aceabc_result.TextGrid" 70 "niimoodi" "####"
"2380" "aceabc_result.TextGrid" 70 "sa" "####"
"2381" "aceabc_result.TextGrid" 70 "saavutadki" "####"
"2382" "aceabc_result.TextGrid" 70 "selle" "####"
"2383" "aceabc_result.TextGrid" 70 "jah" "####"
"2384" "aceabc_result.TextGrid" 71 "kogukonnaga" "kogukonnaga"
"2385" "aceabc_result.TextGrid" 71 "et" "et"
"2386" "aceabc_result.TextGrid" 71 "nagu" "nagu"
"2387" "aceabc_result.TextGrid" 71 "oh" "oh"
"2388" "aceabc_result.TextGrid" 71 "kui" "kui"
"2389" "aceabc_result.TextGrid" 71 "sa" "sa"
"2390" "aceabc_result.TextGrid" 71 "ainult" "ainult"
"2391" "aceabc_result.TextGrid" 71 "seda" "seda"
"2392" "aceabc_result.TextGrid" 71 "õiget" "õiget"
"2393" "aceabc_result.TextGrid" 71 "ja" "ja"
"2394" "aceabc_result.TextGrid" 71 "ainust" "ainust"
"2395" "aceabc_result.TextGrid" 71 "meest" "meest"
"2396" "aceabc_result.TextGrid" 71 "kohtad" "kohtad"
"2397" "aceabc_result.TextGrid" 71 "cis" "####"
"2398" "aceabc_result.TextGrid" 71 "cis" "####"
"2399" "aceabc_result.TextGrid" 71 "mees" "siis"
"2400" "aceabc_result.TextGrid" 72 "jaa" "ja"
"2401" "aceabc_result.TextGrid" 72 "näiteks" "näiteks"
"2402" "aceabc_result.TextGrid" 72 "üks" "üks"
"2403" "aceabc_result.TextGrid" 72 "jällegi" "jällegi"
"2404" "aceabc_result.TextGrid" 72 "üks" "üks"
"2405" "aceabc_result.TextGrid" 72 "aseksuaalide" "seksuaalide"
"2406" "aceabc_result.TextGrid" 72 "grupp" "grupp"
"2407" "aceabc_result.TextGrid" 72 "milles" "milles"
"2408" "aceabc_result.TextGrid" 72 "no" "####"
"2409" "aceabc_result.TextGrid" 72 "see" "see"
"2410" "aceabc_result.TextGrid" 72 "on" "on"
"2411" "aceabc_result.TextGrid" 72 "kõik" "kõik"
"2412" "aceabc_result.TextGrid" 72 "netis" "netis"
"2413" "aceabc_result.TextGrid" 72 "kõik" "kõik"
"2414" "aceabc_result.TextGrid" 72 "kõik" "kõik"
"2415" "aceabc_result.TextGrid" 72 "mu" "mu"
"2416" "aceabc_result.TextGrid" 72 "tutvused" "tutvused"
"2417" "aceabc_result.TextGrid" 72 "on" "on"
"2418" "aceabc_result.TextGrid" 72 "läbi" "läbi"
"2419" "aceabc_result.TextGrid" 72 "neti" "neti"
"2420" "aceabc_result.TextGrid" 72 "et" "et"
"2421" "aceabc_result.TextGrid" 72 "teid" "teid"
"2422" "aceabc_result.TextGrid" 72 "ma" "ma"
"2423" "aceabc_result.TextGrid" 72 "nu" "####"
"2424" "aceabc_result.TextGrid" 72 "tunnen" "tunnen"
"2425" "aceabc_result.TextGrid" 72 "läbi" "läbi"
"2426" "aceabc_result.TextGrid" 72 "neti" "neti"
"2427" "aceabc_result.TextGrid" 72 "vist" "vist"
"2428" "aceabc_result.TextGrid" 72 "ma" "ma"
"2429" "aceabc_result.TextGrid" 72 "tean" "tean"
"2430" "aceabc_result.TextGrid" 72 "ühte" "üht"
"2431" "aceabc_result.TextGrid" 72 "inimest" "inimest"
"2432" "aceabc_result.TextGrid" 72 "kellega" "kellega"
"2433" "aceabc_result.TextGrid" 72 "ma" "ma"
"2434" "aceabc_result.TextGrid" 72 "praegu" "praegu"
"2435" "aceabc_result.TextGrid" 72 "aktiivselt" "aktiivselt"
"2436" "aceabc_result.TextGrid" 72 "suhtlen" "suhtlen"
"2437" "aceabc_result.TextGrid" 72 "kelle" "kelle"
"2438" "aceabc_result.TextGrid" 72 "keda" "keda"
"2439" "aceabc_result.TextGrid" 72 "ma" "ma"
"2440" "aceabc_result.TextGrid" 72 "ei" "ei"
"2441" "aceabc_result.TextGrid" 72 "tunne" "tunne"
"2442" "aceabc_result.TextGrid" 72 "läbi" "läbi"
"2443" "aceabc_result.TextGrid" 72 "neti" "neti"
"2444" "aceabc_result.TextGrid" 72 "ja" "ja"
"2445" "aceabc_result.TextGrid" 72 "ta" "ta"
"2446" "aceabc_result.TextGrid" 72 "on" "on"
"2447" "aceabc_result.TextGrid" 72 "töökaaslane" "töökaaslane"
"2448" "aceabc_result.TextGrid" 72 "niiet" "####"
"2449" "aceabc_result.TextGrid" 73 "et" "####"
"2450" "aceabc_result.TextGrid" 73 "et" "et"
"2451" "aceabc_result.TextGrid" 73 "nagu" "nagu"
"2452" "aceabc_result.TextGrid" 73 "see" "see"
"2453" "aceabc_result.TextGrid" 73 "inimtutvuste" "####"
"2454" "aceabc_result.TextGrid" 73 "väljavahetus" "tutvusta"
"2455" "aceabc_result.TextGrid" 73 "kõik" "väljavahetamise"
"2456" "aceabc_result.TextGrid" 74 "võib" "võib"
"2457" "aceabc_result.TextGrid" 74 "jõuda" "jõuda"
"2458" "aceabc_result.TextGrid" 74 "päris" "####"
"2459" "aceabc_result.TextGrid" 74 "ellu" "päris"
"2460" "aceabc_result.TextGrid" 74 "võib" "elu"
"2461" "aceabc_result.TextGrid" 74 "võib" "või"
"2462" "aceabc_result.TextGrid" 74 "mitte" "mitte"
"2463" "aceabc_result.TextGrid" 74 "jõuda" "jõuda"
"2464" "aceabc_result.TextGrid" 74 "aga" "aga"
"2465" "aceabc_result.TextGrid" 74 "aga" "aga"
"2466" "aceabc_result.TextGrid" 74 "üks" "üks"
"2467" "aceabc_result.TextGrid" 74 "grupp" "grupp"
"2468" "aceabc_result.TextGrid" 74 "kus" "kus"
"2469" "aceabc_result.TextGrid" 74 "on" "on"
"2470" "aceabc_result.TextGrid" 74 "mis" "mis"
"2471" "aceabc_result.TextGrid" 74 "on" "on"
"2472" "aceabc_result.TextGrid" 74 "hästi" "hästi"
"2473" "aceabc_result.TextGrid" 74 "tore" "tore"
"2474" "aceabc_result.TextGrid" 74 "ja" "ja"
"2475" "aceabc_result.TextGrid" 74 "mis" "mis"
"2476" "aceabc_result.TextGrid" 74 "mis" "mis"
"2477" "aceabc_result.TextGrid" 74 "on" "on"
"2478" "aceabc_result.TextGrid" 74 "ka" "ka"
"2479" "aceabc_result.TextGrid" 74 "####" "anti"
"2480" "aceabc_result.TextGrid" 74 "anti" "kate"
"2481" "aceabc_result.TextGrid" 74 "gatekeeping" "kipindade"
"2482" "aceabc_result.TextGrid" 74 "tõtõtõ" "töö"
"2483" "aceabc_result.TextGrid" 75 "pühendatud" "pühendatud"
"2484" "aceabc_result.TextGrid" 75 "kingile" "kingile"
"2485" "aceabc_result.TextGrid" 75 "ja" "ja"
"2486" "aceabc_result.TextGrid" 75 "fetišile" "fetišile"
"2487" "aceabc_result.TextGrid" 75 "et" "et"
"2488" "aceabc_result.TextGrid" 75 "see" "see"
"2489" "aceabc_result.TextGrid" 75 "on" "on"
"2490" "aceabc_result.TextGrid" 75 "jällegi" "jällegi"
"2491" "aceabc_result.TextGrid" 75 "see" "see"
"2492" "aceabc_result.TextGrid" 75 "et" "et"
"2493" "aceabc_result.TextGrid" 75 "ja" "ja"
"2494" "aceabc_result.TextGrid" 75 "ja" "ja"
"2495" "aceabc_result.TextGrid" 75 "hästi" "hästi"
"2496" "aceabc_result.TextGrid" 75 "paljudes" "paljudes"
"2497" "aceabc_result.TextGrid" 75 "as" "####"
"2498" "aceabc_result.TextGrid" 75 "noh" "noh"
"2499" "aceabc_result.TextGrid" 75 "mitte" "mitte"
"2500" "aceabc_result.TextGrid" 75 "hästi" "hästi"
"2501" "aceabc_result.TextGrid" 75 "paljud" "paljud"
"2502" "aceabc_result.TextGrid" 75 "aga" "aga"
"2503" "aceabc_result.TextGrid" 75 "päris" "päris"
"2504" "aceabc_result.TextGrid" 75 "suur" "suur"
"2505" "aceabc_result.TextGrid" 75 "osa" "osa"
"2506" "aceabc_result.TextGrid" 75 "on" "on"
"2507" "aceabc_result.TextGrid" 75 "liikmetest" "liikmetest"
"2508" "aceabc_result.TextGrid" 75 "näiteks" "näiteks"
"2509" "aceabc_result.TextGrid" 75 "on" "####"
"2510" "aceabc_result.TextGrid" 75 "sex" "onsex"
"2511" "aceabc_result.TextGrid" 75 "repulsed" "repoulst"
"2512" "aceabc_result.TextGrid" 75 "ja" "ja"
"2513" "aceabc_result.TextGrid" 75 "siis" "siis"
"2514" "aceabc_result.TextGrid" 75 "nad" "nad"
"2515" "aceabc_result.TextGrid" 75 "ikkagi" "ikkagi"
"2516" "aceabc_result.TextGrid" 75 "küsivad" "küsivad"
"2517" "aceabc_result.TextGrid" 75 "omavahel" "omavahel"
"2518" "aceabc_result.TextGrid" 75 "mingeid" "mingeid"
"2519" "aceabc_result.TextGrid" 75 "soovitusi" "soovitusi"
"2520" "aceabc_result.TextGrid" 75 "et" "####"
"2521" "aceabc_result.TextGrid" 76 "kuidas" "kuidas"
"2522" "aceabc_result.TextGrid" 76 "ma" "ma"
"2523" "aceabc_result.TextGrid" 76 "saan" "saan"
"2524" "aceabc_result.TextGrid" 76 "olla" "olla"
"2525" "aceabc_result.TextGrid" 76 "näiteks" "näiteks"
"2526" "aceabc_result.TextGrid" 76 "dom" "dom"
"2527" "aceabc_result.TextGrid" 76 "kui" "kui"
"2528" "aceabc_result.TextGrid" 76 "ma" "ma"
"2529" "aceabc_result.TextGrid" 76 "olen" "####"
"2530" "aceabc_result.TextGrid" 76 "sex" "####"
"2531" "aceabc_result.TextGrid" 76 "repulsed" "####"
"2532" "aceabc_result.TextGrid" 76 "et" "olen"
"2533" "aceabc_result.TextGrid" 76 "et" "saxrepoulstet"
"2534" "aceabc_result.TextGrid" 76 "nagu" "nagu"
"2535" "aceabc_result.TextGrid" 76 "sellised" "sellised"
"2536" "aceabc_result.TextGrid" 76 "asjad" "asjad"
"2537" "aceabc_result.TextGrid" 76 "et" "et"
"2538" "aceabc_result.TextGrid" 76 "####" "jällegi"
"2539" "aceabc_result.TextGrid" 76 "jällegi" "seks"
"2540" "aceabc_result.TextGrid" 76 "aseksuaalsus" "otsust"
"2541" "aceabc_result.TextGrid" 76 "ei" "ei"
"2542" "aceabc_result.TextGrid" 76 "tähenda" "tähenda"
"2543" "aceabc_result.TextGrid" 76 "et" "et"
"2544" "aceabc_result.TextGrid" 76 "sa" "sa"
"2545" "aceabc_result.TextGrid" 77 "noh" "noh"
"2546" "aceabc_result.TextGrid" 77 "et" "et"
"2547" "aceabc_result.TextGrid" 77 "et" "et"
"2548" "aceabc_result.TextGrid" 77 "mingid" "mingid"
"2549" "aceabc_result.TextGrid" 77 "ma" "ma"
"2550" "aceabc_result.TextGrid" 77 "ei" "ei"
"2551" "aceabc_result.TextGrid" 77 "tea" "tea"
"2552" "aceabc_result.TextGrid" 77 "shibari" "sibari"
"2553" "aceabc_result.TextGrid" 77 "või" "või"
"2554" "aceabc_result.TextGrid" 77 "mis" "mis"
"2555" "aceabc_result.TextGrid" 77 "iganes" "iganes"
"2556" "aceabc_result.TextGrid" 77 "on" "on"
"2557" "aceabc_result.TextGrid" 77 "ka" "ka"
"2558" "aceabc_result.TextGrid" 77 "keelatud" "keelatud"
"2559" "aceabc_result.TextGrid" 77 "mhmh" "####"
"2560" "aceabc_result.TextGrid" 78 "et" "et"
"2561" "aceabc_result.TextGrid" 78 "ka" "ka"
"2562" "aceabc_result.TextGrid" 78 "ka" "ka"
"2563" "aceabc_result.TextGrid" 78 "kinki" "kinki"
"2564" "aceabc_result.TextGrid" 78 "puhul" "puhul"
"2565" "aceabc_result.TextGrid" 78 "on" "on"
"2566" "aceabc_result.TextGrid" 78 "noh" "noh"
"2567" "aceabc_result.TextGrid" 78 "see" "see"
"2568" "aceabc_result.TextGrid" 78 "mida" "mida"
"2569" "aceabc_result.TextGrid" 78 "mida" "mida"
"2570" "aceabc_result.TextGrid" 78 "inimesed" "inimesed"
"2571" "aceabc_result.TextGrid" 78 "näevad" "näevad"
"2572" "aceabc_result.TextGrid" 78 "seksuaalsena" "seksuaalsena"
"2573" "aceabc_result.TextGrid" 78 "mida" "mida"
"2574" "aceabc_result.TextGrid" 78 "mitte" "mitte"
"2575" "aceabc_result.TextGrid" 78 "varieerub" "varieerub"
"2576" "aceabc_result.TextGrid" 78 "et" "et"
"2577" "aceabc_result.TextGrid" 79 "siis" "siis"
"2578" "aceabc_result.TextGrid" 79 "kui" "####"
"2579" "aceabc_result.TextGrid" 79 "ku" "kui"
"2580" "aceabc_result.TextGrid" 79 "siis" "siis"
"2581" "aceabc_result.TextGrid" 79 "kui" "kui"
"2582" "aceabc_result.TextGrid" 79 "algas" "algas"
"2583" "aceabc_result.TextGrid" 79 "see" "see"
"2584" "aceabc_result.TextGrid" 79 "aktiivne" "aktiivne"
"2585" "aceabc_result.TextGrid" 79 "koroona" "koroona"
"2586" "aceabc_result.TextGrid" 79 "lockdown" "lokdown"
"2587" "aceabc_result.TextGrid" 79 "et" "et"
"2588" "aceabc_result.TextGrid" 79 "noh" "noh"
"2589" "aceabc_result.TextGrid" 79 "kuna" "kuna"
"2590" "aceabc_result.TextGrid" 79 "paljud" "paljud"
"2591" "aceabc_result.TextGrid" 79 "internetis" "internetis"
"2592" "aceabc_result.TextGrid" 79 "väga" "väga"
"2593" "aceabc_result.TextGrid" 79 "paljud" "paljud"
"2594" "aceabc_result.TextGrid" 79 "inimesed" "inimesed"
"2595" "aceabc_result.TextGrid" 79 "on" "on"
"2596" "aceabc_result.TextGrid" 79 "ameerikast" "ameerikast"
"2597" "aceabc_result.TextGrid" 79 "siis" "siis"
"2598" "aceabc_result.TextGrid" 79 "seal" "seal"
"2599" "aceabc_result.TextGrid" 79 "olid" "olid"
"2600" "aceabc_result.TextGrid" 79 "need" "need"
"2601" "aceabc_result.TextGrid" 79 "piirangud" "####"
"2602" "aceabc_result.TextGrid" 79 "ju" "piirangud"
"2603" "aceabc_result.TextGrid" 79 "palju" "juba"
"2604" "aceabc_result.TextGrid" 79 "karmimad" "karmimad"
"2605" "aceabc_result.TextGrid" 79 "et" "et"
"2606" "aceabc_result.TextGrid" 79 "sa" "sa"
"2607" "aceabc_result.TextGrid" 79 "ei" "ei"
"2608" "aceabc_result.TextGrid" 79 "tohi" "tohi"
"2609" "aceabc_result.TextGrid" 79 "üldse" "üldse"
"2610" "aceabc_result.TextGrid" 79 "majast" "majast"
"2611" "aceabc_result.TextGrid" 79 "välja" "välja"
"2612" "aceabc_result.TextGrid" 79 "####" "minna"
"2613" "aceabc_result.TextGrid" 79 "minna" "enam"
"2614" "aceabc_result.TextGrid" 79 "enamvähem" "vähem"
"2615" "aceabc_result.TextGrid" 79 "siis" "siis"
"2616" "aceabc_result.TextGrid" 79 "seal" "seal"
"2617" "aceabc_result.TextGrid" 79 "näiteks" "näiteks"
"2618" "aceabc_result.TextGrid" 79 "inimesed" "inimesed"
"2619" "aceabc_result.TextGrid" 79 "postitasid" "postitasid"
"2620" "aceabc_result.TextGrid" 79 "pilte" "####"
"2621" "aceabc_result.TextGrid" 79 "et" "pilte"
"2622" "aceabc_result.TextGrid" 79 "jaa" "ja"
"2623" "aceabc_result.TextGrid" 79 "noh" "noh"
"2624" "aceabc_result.TextGrid" 79 "selle" "selle"
"2625" "aceabc_result.TextGrid" 79 "jaoks" "jaoks"
"2626" "aceabc_result.TextGrid" 79 "et" "et"
"2627" "aceabc_result.TextGrid" 79 "hoida" "####"
"2628" "aceabc_result.TextGrid" 79 "ko" "hoida"
"2629" "aceabc_result.TextGrid" 79 "käe" "käe"
"2630" "aceabc_result.TextGrid" 79 "soojana" "soojana"
"2631" "aceabc_result.TextGrid" 79 "siis" "siis"
"2632" "aceabc_result.TextGrid" 79 "ma" "ma"
"2633" "aceabc_result.TextGrid" 79 "hakkasin" "hakkasin"
"2634" "aceabc_result.TextGrid" 79 "oma" "oma"
"2635" "aceabc_result.TextGrid" 79 "lauajalgu" "lauajalgu"
"2636" "aceabc_result.TextGrid" 79 "shibariga" "sibariga"
"2637" "aceabc_result.TextGrid" 79 "kinni" "kinni"
"2638" "aceabc_result.TextGrid" 79 "siduma" "siduma"
"2639" "aceabc_result.TextGrid" 79 "ja" "ja"
"2640" "aceabc_result.TextGrid" 79 "ja" "ja"
"2641" "aceabc_result.TextGrid" 79 "noh" "noh"
"2642" "aceabc_result.TextGrid" 79 "ma" "ma"
"2643" "aceabc_result.TextGrid" 79 "ma" "ma"
"2644" "aceabc_result.TextGrid" 79 "ostsin" "ostsin"
"2645" "aceabc_result.TextGrid" 79 "ma" "ma"
"2646" "aceabc_result.TextGrid" 79 "ikkagi" "ikkagi"
"2647" "aceabc_result.TextGrid" 79 "leidsin" "leidsin"
"2648" "aceabc_result.TextGrid" 79 "endale" "endale"
"2649" "aceabc_result.TextGrid" 79 "mannekeeni" "mannekeeni"
"2650" "aceabc_result.TextGrid" 79 "ma" "####"
"2651" "aceabc_result.TextGrid" 79 "se" "ma"
"2652" "aceabc_result.TextGrid" 79 "seon" "sean"
"2653" "aceabc_result.TextGrid" 79 "selle" "selle"
"2654" "aceabc_result.TextGrid" 80 "et" "et"
"2655" "aceabc_result.TextGrid" 80 "ka" "ka"
"2656" "aceabc_result.TextGrid" 80 "kink" "kink"
"2657" "aceabc_result.TextGrid" 80 "ja" "ja"
"2658" "aceabc_result.TextGrid" 80 "fetiš" "fetiš"
"2659" "aceabc_result.TextGrid" 80 "on" "on"
"2660" "aceabc_result.TextGrid" 80 "aseksuaalidel" "aseksuaalidel"
"2661" "aceabc_result.TextGrid" 80 "tõesti" "tõesti"
"2662" "aceabc_result.TextGrid" 80 "levinud" "levinud"
"2663" "aceabc_result.TextGrid" 80 "ja" "ja"
"2664" "aceabc_result.TextGrid" 80 "ja" "ja"
"2665" "aceabc_result.TextGrid" 80 "olemas" "olemas"
"2666" "aceabc_result.TextGrid" 81 "jaa" "jaa"
"2667" "aceabc_result.TextGrid" 81 "jaa" "ja"
"2668" "aceabc_result.TextGrid" 81 "no" "no"
"2669" "aceabc_result.TextGrid" 81 "see" "see"
"2670" "aceabc_result.TextGrid" 81 "on" "on"
"2671" "aceabc_result.TextGrid" 81 "see" "see"
"2672" "aceabc_result.TextGrid" 81 "on" "on"
"2673" "aceabc_result.TextGrid" 81 "ka" "ka"
"2674" "aceabc_result.TextGrid" 81 "midagi" "midagi"
"2675" "aceabc_result.TextGrid" 81 "mida" "mida"
"2676" "aceabc_result.TextGrid" 81 "nagu" "nagu"
"2677" "aceabc_result.TextGrid" 81 "kõigi" "kõigi"
"2678" "aceabc_result.TextGrid" 81 "puhul" "puhul"
"2679" "aceabc_result.TextGrid" 81 "peab" "peab"
"2680" "aceabc_result.TextGrid" 81 "aru" "aru"
"2681" "aceabc_result.TextGrid" 81 "saama" "saama"
"2682" "aceabc_result.TextGrid" 81 "et" "et"
"2683" "aceabc_result.TextGrid" 81 "kink" "kink"
"2684" "aceabc_result.TextGrid" 81 "ei" "ei"
"2685" "aceabc_result.TextGrid" 81 "ole" "ole"
"2686" "aceabc_result.TextGrid" 81 "alati" "alati"
"2687" "aceabc_result.TextGrid" 81 "seksuaalne" "seksuaalne"
"2688" "aceabc_result.TextGrid" 81 "võibolla" "võibolla"
"2689" "aceabc_result.TextGrid" 81 "ma" "ma"
"2690" "aceabc_result.TextGrid" 81 "natuke" "natuke"
"2691" "aceabc_result.TextGrid" 81 "küsiks" "küsiks"
"2692" "aceabc_result.TextGrid" 81 "selle" "selle"
"2693" "aceabc_result.TextGrid" 81 "nähtamatuse" "nähtamatuse"
"2694" "aceabc_result.TextGrid" 81 "kohta" "kohta"
"2695" "aceabc_result.TextGrid" 81 "sest" "siis"
"2696" "aceabc_result.TextGrid" 81 "ma" "ma"
"2697" "aceabc_result.TextGrid" 81 "tunnen" "tunnen"
"2698" "aceabc_result.TextGrid" 81 "et" "et"
"2699" "aceabc_result.TextGrid" 81 "see" "see"
"2700" "aceabc_result.TextGrid" 81 "kogukond" "kogukond"
"2701" "aceabc_result.TextGrid" 81 "on" "on"
"2702" "aceabc_result.TextGrid" 81 "selline" "selline"
"2703" "aceabc_result.TextGrid" 81 "noh" "noh"
"2704" "aceabc_result.TextGrid" 81 "see" "see"
"2705" "aceabc_result.TextGrid" 81 "####" "kuulub"
"2706" "aceabc_result.TextGrid" 81 "kuulub" "jibi"
"2707" "aceabc_result.TextGrid" 81 "lgbtqia" "a"
"2708" "aceabc_result.TextGrid" 81 "alla" "alla"
"2709" "aceabc_result.TextGrid" 81 "aga" "aga"
"2710" "aceabc_result.TextGrid" 81 "see" "see"
"2711" "aceabc_result.TextGrid" 81 "on" "on"
"2712" "aceabc_result.TextGrid" 81 "selline" "selline"
"2713" "aceabc_result.TextGrid" 81 "mis" "mis"
"2714" "aceabc_result.TextGrid" 81 "tavaliselt" "tavaliselt"
"2715" "aceabc_result.TextGrid" 81 "ei" "ei"
"2716" "aceabc_result.TextGrid" 81 "saa" "saa"
"2717" "aceabc_result.TextGrid" 81 "väga" "väga"
"2718" "aceabc_result.TextGrid" 81 "rambivalgust" "rambivalgust"
"2719" "aceabc_result.TextGrid" 81 "et" "et"
"2720" "aceabc_result.TextGrid" 81 "kuidas" "kuidas"
"2721" "aceabc_result.TextGrid" 81 "sa" "sa"
"2722" "aceabc_result.TextGrid" 81 "tunned" "tunned"
"2723" "aceabc_result.TextGrid" 81 "selles" "selles"
"2724" "aceabc_result.TextGrid" 81 "osas" "osas"
"2725" "aceabc_result.TextGrid" 81 "ässade" "ässade"
"2726" "aceabc_result.TextGrid" 81 "nähtamatus" "####"
"2727" "aceabc_result.TextGrid" 81 "see" "####"
"2728" "aceabc_result.TextGrid" 82 "noh" "no"
"2729" "aceabc_result.TextGrid" 82 "nüüdseks" "nüüdseks"
"2730" "aceabc_result.TextGrid" 82 "on" "on"
"2731" "aceabc_result.TextGrid" 82 "see" "####"
"2732" "aceabc_result.TextGrid" 82 "see" "see"
"2733" "aceabc_result.TextGrid" 82 "slogan" "slogan"
"2734" "aceabc_result.TextGrid" 82 "et" "et"
"2735" "aceabc_result.TextGrid" 82 "a" "####"
"2736" "aceabc_result.TextGrid" 82 "is" "ase"
"2737" "aceabc_result.TextGrid" 82 "for" "for"
"2738" "aceabc_result.TextGrid" 82 "ally" "aly"
"2739" "aceabc_result.TextGrid" 82 "on" "on"
"2740" "aceabc_result.TextGrid" 82 "ma" "ma"
"2741" "aceabc_result.TextGrid" 82 "pole" "pole"
"2742" "aceabc_result.TextGrid" 82 "seda" "seda"
"2743" "aceabc_result.TextGrid" 82 "tükk" "tükk"
"2744" "aceabc_result.TextGrid" 82 "aega" "aega"
"2745" "aceabc_result.TextGrid" 82 "näinud" "näinud"
"2746" "aceabc_result.TextGrid" 82 "et" "et"
"2747" "aceabc_result.TextGrid" 82 "et" "et"
"2748" "aceabc_result.TextGrid" 82 "nüüd" "nüüd"
"2749" "aceabc_result.TextGrid" 82 "see" "see"
"2750" "aceabc_result.TextGrid" 82 "võeti" "võeti"
"2751" "aceabc_result.TextGrid" 82 "kasutusest" "kasutusest"
"2752" "aceabc_result.TextGrid" 82 "ära" "ära"
"2753" "aceabc_result.TextGrid" 82 "kuna" "kuna"
"2754" "aceabc_result.TextGrid" 82 "meid" "meid"
"2755" "aceabc_result.TextGrid" 82 "esindada" "esindada"
"2756" "aceabc_result.TextGrid" 82 "visuaalselt" "visuaalselt"
"2757" "aceabc_result.TextGrid" 82 "on" "on"
"2758" "aceabc_result.TextGrid" 82 "võibolla" "võibolla"
"2759" "aceabc_result.TextGrid" 82 "veidi" "veidi"
"2760" "aceabc_result.TextGrid" 82 "raske" "raske"
"2761" "aceabc_result.TextGrid" 82 "et" "####"
"2762" "aceabc_result.TextGrid" 83 "näiteks" "näiteks"
"2763" "aceabc_result.TextGrid" 83 "mingis" "mingis"
"2764" "aceabc_result.TextGrid" 83 "filmis" "filmis"
"2765" "aceabc_result.TextGrid" 83 "või" "või"
"2766" "aceabc_result.TextGrid" 83 "mis" "mis"
"2767" "aceabc_result.TextGrid" 83 "iganes" "iganes"
"2768" "aceabc_result.TextGrid" 83 "tegelane" "tegelane"
"2769" "aceabc_result.TextGrid" 83 "et" "et"
"2770" "aceabc_result.TextGrid" 83 "as" "####"
"2771" "aceabc_result.TextGrid" 83 "ilma" "ilma"
"2772" "aceabc_result.TextGrid" 83 "et" "et"
"2773" "aceabc_result.TextGrid" 83 "sa" "sa"
"2774" "aceabc_result.TextGrid" 83 "läheksid" "läheksid"
"2775" "aceabc_result.TextGrid" 83 "pikalt" "pikalt"
"2776" "aceabc_result.TextGrid" 83 "seletamiseks" "seletamiseks"
"2777" "aceabc_result.TextGrid" 83 "mis" "mis"
"2778" "aceabc_result.TextGrid" 83 "seal" "seal"
"2779" "aceabc_result.TextGrid" 83 "toimub" "toimub"
"2780" "aceabc_result.TextGrid" 83 "kuidas" "kuidas"
"2781" "aceabc_result.TextGrid" 83 "sa" "sa"
"2782" "aceabc_result.TextGrid" 83 "näitad" "näitad"
"2783" "aceabc_result.TextGrid" 83 "aseksuaalse" "seksuaalse"
"2784" "aceabc_result.TextGrid" 83 "tegelase" "tegelase"
"2785" "aceabc_result.TextGrid" 83 "sa" "sa"
"2786" "aceabc_result.TextGrid" 83 "ei" "ei"
"2787" "aceabc_result.TextGrid" 83 "tekita" "tekita"
"2788" "aceabc_result.TextGrid" 83 "talle" "talle"
"2789" "aceabc_result.TextGrid" 83 "romantilist" "romantilist"
"2790" "aceabc_result.TextGrid" 83 "kaaslast" "kaaslast"
"2791" "aceabc_result.TextGrid" 83 "mhmh" "####"
"2792" "aceabc_result.TextGrid" 83 "üldiselt" "üldiselt"
"2793" "aceabc_result.TextGrid" 83 "niimoodi" "niimoodi"
"2794" "aceabc_result.TextGrid" 83 "seda" "seda"
"2795" "aceabc_result.TextGrid" 83 "ainult" "ainult"
"2796" "aceabc_result.TextGrid" 83 "saad" "saad"
"2797" "aceabc_result.TextGrid" 83 "näha" "näha"
"2798" "aceabc_result.TextGrid" 83 "ja" "ja"
"2799" "aceabc_result.TextGrid" 83 "miks" "miks"
"2800" "aceabc_result.TextGrid" 83 "ka" "ka"
"2801" "aceabc_result.TextGrid" 83 "noh" "noh"
"2802" "aceabc_result.TextGrid" 83 "see" "see"
"2803" "aceabc_result.TextGrid" 83 "aseksuaalsena" "aseksuaalsena"
"2804" "aceabc_result.TextGrid" 83 "headcanon" "headcanon"
"2805" "aceabc_result.TextGrid" 83 "fancanon" "fan"
"2806" "aceabc_result.TextGrid" 83 "on" "canan"
"2807" "aceabc_result.TextGrid" 83 "tõlgendamine" "tõlgendamine"
"2808" "aceabc_result.TextGrid" 83 "on" "on"
"2809" "aceabc_result.TextGrid" 83 "suhteliselt" "suhteliselt"
"2810" "aceabc_result.TextGrid" 83 "lihtne" "lihtne"
"2811" "aceabc_result.TextGrid" 83 "tegel" "####"
"2812" "aceabc_result.TextGrid" 83 "kõrvaliste" "kõrvaliste"
"2813" "aceabc_result.TextGrid" 83 "tegelaste" "tegelaste"
"2814" "aceabc_result.TextGrid" 83 "puhul" "puhul"
"2815" "aceabc_result.TextGrid" 83 "kellele" "kellele"
"2816" "aceabc_result.TextGrid" 83 "lihtsalt" "lihtsalt"
"2817" "aceabc_result.TextGrid" 83 "loojad" "loojad"
"2818" "aceabc_result.TextGrid" 83 "ei" "####"
"2819" "aceabc_result.TextGrid" 83 "ei" "####"
"2820" "aceabc_result.TextGrid" 83 "ole" "####"
"2821" "aceabc_result.TextGrid" 83 "piisavalt" "####"
